title,tags
Species II,"scienc fiction action horror washington d.c. telepathi dna mercenari transform quarantin hybrid on the run serial killer mind read clone lo angel astronaut kill spree viru alien dna have just return from a mission to mars, command ross isn't exactli himself. he' slowli becom a terrifi alien entiti with one goal -- to procreat with human women! when countless women suffer gruesom death after bear half-alien offspring, scientist laura baker and hire assassin press lennox use eve, a more temper alien clone, to find ross and hi brood. befor long eve escap to mate with ross. peter medak michael madsen natasha henstridg marg helgenberg mykelti williamson"
Major League: Back to the Minors,comedi basebal trainer basebal bat career train sport at the behest of roger dorn -- the minnesota twins' silver-tongu new owner -- washed-up minor leagu hurler gu cantrel step up to the plate to take over as skipper of the club' hapless farm team. but littl doe he know that dorn ha an ulterior motiv to gener public with a grudg match between the big leaguer and their ragtag tripl a affiliate. john warren scott bakula corbin bernsen denni haysbert takaaki ishibashi
Sour Grapes,"comedi greed dollar jackpot atlant citi money slot machin richie, a sneaker sole designer, and hi cousin evan, a brain surgeon, are spend thi weekend with their girlfriend in atlant city. when one of them end up with a $436,000 jackpot, sour grape is what results. even though richi use two quarter from evan to win the progress jackpot, he see no connect with that and share the jackpot. thi ignit a hilarious, runaway chain of even larri david steven weber craig bierko viola harri jennif leigh warren"
Wild Man Blues,"music documentari jazz lover (female) paparazzi gondola travel woman director wild man blue is a 1998 documentari film direct by barbara kopple, about the music avoc of actor/director/com woodi allen. the film take it name from a jazz composit sometim attribut to jelli roll morton and sometim to loui armstrong and record by both (among others). allen' love of earli 20th centuri new orlean music is depict through hi 1996 tour of europ with hi new orlean jazz band. allen ha play clarinet with thi band for over 25 years. although allen' european tour is the film' primari focus, it wa also notabl as the first major public showcas for allen' relationship with soon-yi previn. barbara koppl woodi allen letti aronson soon-yi previn dan barrett"
The Big Hit,"action adventur comedi thriller bungee-jump dark comedi cigarett smoke slow motion video store subtitl scene kosher steal a car movi poster night vision goggl suitcas full of money affabl hit man melvin smiley is constantli be scam by hi cutthroat colleagu in the life-end business. so, when he and hi fellow assassin kidnap the daughter of an electron mogul, it' natur melvin who take the fall when their prime score turn sour. that' becaus the girl is the goddaught of the gang' ruthless crime boss. but, even while dodg bullets, melvin ha to keep hi real job secret from hi unsuspect fiancée, pam. kirk wong mark wahlberg lou diamond phillip christina appleg china chow"
Tarzan and the Lost City,action adventur africa tarzan tarzan return to hi homeland of africa to save hi home from destruction. carl schenkel casper van dien jane march steven waddington winston ntshona
Black Dog,action adventur thriller fbi truck an ex-con take a job drive a truck cross country. what he doesn't know is that the truck is fill with illeg weapon and now he must fight to surviv and save hi family. kevin hook patrick swayz meat loaf randi travi gabriel casseu
"Dancer, Texas Pop. 81","comedi drama famili small town texa four guys, best friends, have grown up togeth in dancer, texa pop. 81, a tini town in west texas. year ago, they made a solemn vow to leav town togeth as soon as they graduate. now, it' that weekend and the time ha come to ""put up or shut up."" the clock is tick and as all 81 peopl in the town watch, comment, offer advic and place bets, these four veri differ boy with uniqu background struggl with the biggest decis of their lives... whether to stay or leav home. tim mccanli breckin meyer peter facinelli eddi mill ethan embri"
A Friend of the Deceased,"drama comedi prostitut hitman translat tolla is an unemploy translat whose wife is leav him. despond and weak, he submit to the suggest of an acquant to have a contract place on the man that hi wife is seeing. instead, however, he arrang for the hit to be place on himself. befor the contract is executed, he develop a relationship with a prostitute, and then chang hi mind. in order to surviv he take the obviou cours of action, which turn out to have possibl been unnecessary, and then he must deal with the guilt. leonid boyko vyacheslav krishtofovich aleksandr lazarev jr. anzhelika nevolina elena korikova tetyana kryvytska stang lund"
Go Now,"romanc drama tv movi nick, is a young scottish soccer player live in the big city. he meet karen, and the two fall in love and move in together. soon after, nick exhibit sign of seriou illness. as hi bodi slowli succumb to multipl sclerosis, he experi a wide sweep of jag emotions, and in the process give himself and those who love him the strength to carri on. michael winterbottom robert carlyl juliet aubrey sophi okonedo jame nesbitt"
Les Misérables,"crime drama histori romanc fals accus prison blackmail french revolut motherli love jean valjean, a frenchman imprison for steal bread, must flee a polic offic name javert. the pursuit consum both men' lives, and soon valjean find himself in the midst of the student revolut in france. bill august liam neeson geoffrey rush uma thurman clair dane"
Still Breathing,"comedi drama romanc dream two lost souls: she a con-artist in l.a.; he a puppet in san antonio have the same dream link each with the other. he travel to l.a. to find thi woman he ha becom obsess with. she resists, afraid of hi kooki idea until she travel with him to san antonio and meet hi wise grandmother. stori of two dispar peopl link by ""fate"" get increasingli interest as it roll along. jame f. robinson lou rawl brendan fraser joanna go ann magnuson"
Clockwatchers,comedi drama independ film woman director iri can best be describ as a wallflower. she begin her first day as a temp for the nondescript global credit associ by wait in a chair for two hours... jill sprecher toni collett parker posey lisa kudrow alanna ubach
Deep Impact,"action drama romanc usa presid nasa metereologist space mission comet natur disast tsunami astronom astronaut woman director disast movi a seven-mile-wid space rock is hurtl toward earth, threaten to obliter the planet. now, it' up to the presid of the unit state to save the world. he appoint a tough-as-nail veteran astronaut to lead a joint american-russian crew into space to destroy the comet befor impact. meanwhile, an enterpris report use her smart to uncov the scoop of the century. mimi leder robert duval téa leoni elijah wood vanessa redgrav"
